customer_id,cohort_month,order_month
4542,2020-05,2021-02
4104,2024-11,2024-11
8396,2020-01,2022-05
2788,2022-11,2022-11
1675,2020-07,2020-07
2238,2024-09,2024-09
3335,2025-04,2025-04
5159,2023-11,2023-11
5576,2021-05,2021-05
9126,2020-12,2020-12
9964,2021-10,2021-12
8765,2020-09,2023-12
5207,2024-06,2024-06
1881,2021-07,2021-10
4695,2020-05,2020-05
3158,2020-02,2021-01
2521,2020-12,2021-01
3360,2021-09,2023-02
5421,2022-07,2024-05
1278,2021-01,2021-01
8308,2020-06,2023-04
3953,2020-08,2023-10
4411,2020-01,2020-07
6785,2020-12,2023-04
3138,2020-09,2021-08
8628,2020-02,2025-02
1394,2020-12,2022-02
3194,2021-09,2021-09
6883,2020-05,2020-05
2834,2021-03,2021-03
2732,2024-03,2024-03
2809,2022-09,2022-09
2489,2022-01,2022-01
9855,2023-01,2023-04
5678,2020-09,2020-09
7776,2020-08,2022-05
8011,2021-01,2021-01
7902,2023-08,2025-01
7215,2020-10,2020-10
9195,2021-02,2022-10
8474,2021-10,2021-10
4780,2020-11,2020-11
2451,2021-10,2021-10
1532,2020-03,2021-07
3140,2022-04,2022-04
1714,2021-08,2021-08
9668,2021-06,2025-01
7439,2023-04,2024-06
3094,2022-07,2022-07
4775,2023-08,2024-02
9353,2023-01,2023-07
1640,2020-01,2020-01
4670,2021-01,2021-01
7721,2021-03,2021-03
4071,2023-12,2023-12
3755,2020-01,2023-02
4265,2022-01,2022-01
3431,2021-11,2021-11
6387,2020-07,2021-09
4568,2020-12,2021-08
1297,2020-08,2023-09
5074,2020-06,2020-06
7607,2020-05,2020-05
2822,2022-05,2022-05
9456,2025-03,2025-03
2474,2022-06,2022-06
7655,2024-02,2024-12
2512,2023-09,2025-03
3494,2021-03,2024-06
9101,2020-04,2020-04
9715,2020-11,2021-07
8533,2020-04,2025-03
1732,2020-11,2025-03
6518,2020-08,2024-10
9972,2025-02,2025-02
7365,2020-05,2022-07
1377,2021-06,2023-03
9438,2023-08,2023-08
5080,2022-12,2023-06
5002,2021-03,2021-03
2574,2021-10,2022-12
6215,2020-04,2020-07
7051,2022-01,2025-01
9212,2024-04,2024-04
6063,2020-06,2024-05
4098,2021-07,2024-01
1197,2021-10,2023-06
6307,2020-09,2020-09
7764,2021-05,2024-07
6269,2020-09,2024-09
5102,2020-12,2020-12
5478,2021-12,2024-04
8235,2020-04,2020-04
2564,2020-02,2020-09
5374,2022-03,2023-03
1262,2020-12,2024-05
9832,2024-06,2024-12
9306,2022-04,2024-03
4645,2020-03,2020-03
5734,2020-07,2023-10
7407,2022-02,2022-02
6679,2020-11,2020-11
9140,2024-01,2024-05
3227,2023-03,2023-03
4156,2021-05,2022-10
4641,2021-08,2021-08
1285,2024-08,2025-03
3612,2020-06,2025-03
3285,2020-08,2021-07
2756,2022-08,2022-11
7859,2022-07,2024-12
3894,2020-08,2021-02
6668,2024-03,2024-03
7513,2022-03,2024-05
1996,2021-11,2021-11
4589,2020-03,2023-05
7691,2021-05,2024-01
3093,2022-09,2022-09
3348,2020-02,2020-02
2470,2021-08,2021-08
3879,2022-01,2022-01
7999,2020-06,2020-06
3049,2022-02,2022-07
9722,2021-04,2023-10
9155,2021-05,2021-05
6326,2020-05,2020-11
5236,2020-09,2023-04
1753,2021-11,2025-01
3911,2021-08,2021-08
7864,2020-10,2020-10
5912,2021-03,2022-02
2754,2020-08,2025-02
4876,2021-10,2021-10
4358,2020-03,2021-09
9057,2021-07,2024-01
4848,2021-02,2021-02
2361,2023-07,2023-07
9761,2021-02,2021-11
2663,2023-02,2023-02
8517,2022-04,2022-04
7459,2021-07,2022-07
9345,2023-01,2023-01
7347,2020-05,2022-01
7556,2024-10,2024-10
5522,2024-03,2024-03
8240,2021-03,2022-07
9942,2023-03,2023-03
5807,2021-11,2021-11
3615,2021-08,2021-12
4402,2021-04,2023-01
7763,2021-10,2021-10
9360,2020-07,2020-07
8919,2022-05,2022-05
3057,2021-12,2023-07
4432,2020-02,2021-03
7869,2020-06,2020-06
9973,2022-07,2024-02
3470,2025-02,2025-02
8091,2021-02,2022-09
6837,2020-03,2020-03
3819,2022-09,2024-09
5528,2021-07,2021-07
2440,2022-07,2022-07
9078,2021-03,2025-02
2315,2020-04,2023-03
5080,2022-12,2022-12
8029,2022-01,2022-01
6527,2020-06,2022-05
9199,2020-10,2021-05
3928,2020-04,2022-06
9467,2020-02,2024-05
9795,2020-10,2020-10
7638,2022-07,2022-07
6690,2020-04,2025-02
1716,2020-01,2024-07
7079,2025-04,2025-04
5570,2023-05,2023-05
4055,2022-06,2025-03
2940,2021-08,2021-08
6094,2021-02,2022-01
7944,2023-05,2023-05
9137,2022-06,2022-06
9277,2023-03,2023-03
4319,2020-01,2024-02
4303,2021-03,2021-03
1810,2024-10,2024-10
1531,2020-07,2022-01
5879,2022-04,2022-04
2913,2023-05,2023-05
9132,2021-07,2024-02
8645,2020-02,2025-02
7798,2020-08,2024-06
2719,2020-04,2020-04
3549,2020-02,2022-06
1834,2020-11,2023-04
2614,2020-06,2023-08
8645,2020-02,2020-02
6974,2023-09,2023-09
2973,2022-03,2024-04
6582,2020-09,2020-09
3713,2020-02,2023-04
8742,2021-09,2021-10
9658,2022-06,2022-06
9562,2024-12,2024-12
3254,2022-03,2024-01
1921,2025-02,2025-02
2834,2021-03,2021-11
7991,2022-02,2024-10
9388,2020-01,2020-10
8700,2021-08,2025-02
3126,2022-01,2022-01
7294,2022-08,2023-09
2976,2020-11,2020-11
6551,2020-10,2023-02
8330,2021-10,2021-10
2737,2021-07,2022-09
3982,2022-11,2022-11
1244,2020-05,2020-12
9995,2022-01,2024-03
8627,2021-05,2021-05
1515,2021-06,2021-06
5208,2021-09,2024-05
4181,2024-07,2024-09
4494,2020-11,2020-11
3658,2020-03,2020-03
7401,2022-02,2022-02
7265,2020-01,2022-08
5252,2020-06,2022-04
1326,2021-04,2021-04
6841,2020-02,2020-02
2939,2020-05,2020-05
3327,2022-12,2022-12
2891,2023-03,2023-05
3378,2021-09,2025-01
8869,2022-11,2024-03
4237,2021-06,2021-06
9563,2021-06,2021-06
5621,2020-11,2025-04
2843,2021-02,2021-02
3243,2021-04,2021-04
9247,2020-04,2020-06
1167,2020-01,2020-01
7964,2023-11,2023-11
1253,2024-01,2024-05
1767,2020-04,2020-04
2167,2020-12,2025-03
6975,2020-01,2020-01
7359,2022-04,2022-04
5015,2021-05,2021-05
6406,2021-02,2025-02
2486,2021-11,2021-11
1279,2022-08,2022-08
9170,2020-09,2020-09
9037,2020-05,2020-05
7954,2021-08,2021-11
6243,2021-01,2023-12
6520,2021-03,2021-03
3241,2020-12,2020-12
8357,2021-02,2025-02
2613,2021-02,2021-02
7096,2021-08,2023-06
9301,2020-07,2023-08
5253,2020-06,2023-09
1747,2023-09,2023-09
8567,2020-05,2022-08
7280,2020-02,2024-10
5795,2020-11,2022-07
7058,2021-04,2025-04
8578,2020-08,2022-01
6867,2020-07,2024-04
1447,2021-12,2023-09
9192,2020-12,2021-11
7295,2022-11,2025-02
8875,2023-03,2023-03
4766,2022-06,2023-10
2002,2021-10,2024-11
6210,2021-03,2021-03
9684,2020-01,2021-01
8246,2020-11,2023-12
5943,2021-09,2021-09
8520,2020-06,2020-06
1816,2022-02,2022-02
6444,2022-03,2022-03
9652,2020-11,2021-11
8387,2022-09,2024-05
5919,2021-07,2024-05
7825,2022-08,2022-10
1168,2020-11,2021-05
4389,2020-02,2020-02
4383,2025-03,2025-03
9986,2022-06,2025-04
8796,2020-10,2022-01
6867,2020-07,2022-03
9667,2021-06,2024-09
8785,2020-10,2021-03
1494,2022-08,2023-08
9574,2021-02,2021-02
4829,2021-12,2021-12
6482,2020-06,2024-02
5255,2020-10,2020-10
9598,2020-04,2020-08
3372,2022-07,2023-02
7850,2021-12,2023-09
8362,2020-12,2022-02
1144,2021-08,2024-01
6270,2020-10,2020-10
8760,2020-04,2024-04
9188,2021-07,2021-07
5172,2023-02,2023-02
1452,2020-07,2020-07
5254,2020-04,2020-04
8812,2020-06,2020-06
3133,2020-10,2020-10
3953,2020-08,2024-07
3874,2024-03,2024-03
8899,2021-01,2021-11
8615,2023-10,2023-10
9029,2023-02,2023-02
9057,2021-07,2021-11
1937,2024-12,2024-12
9899,2020-09,2020-09
5394,2020-03,2020-07
4812,2021-04,2023-10
2696,2020-02,2025-01
1128,2024-03,2024-03
4066,2020-10,2023-02
7770,2020-11,2020-11
1227,2021-05,2021-09
4020,2022-08,2023-05
9117,2020-08,2023-12
7919,2020-06,2021-12
8382,2023-02,2023-02
4539,2020-05,2022-07
7554,2021-08,2021-08
1644,2020-05,2020-05
1176,2021-04,2024-07
4248,2020-07,2024-03
8517,2022-04,2022-09
7172,2021-09,2021-09
8218,2020-08,2020-08
8267,2020-06,2020-06
1087,2020-03,2020-03
1532,2020-03,2021-04
5261,2020-12,2022-01
6325,2021-05,2024-07
4587,2020-05,2020-05
3084,2021-06,2025-01
9081,2022-10,2022-10
3622,2022-03,2022-03
7350,2020-07,2020-12
1782,2020-05,2020-05
8032,2020-04,2024-07
7877,2022-08,2022-08
6425,2023-02,2023-06
3723,2021-03,2021-03
6831,2024-10,2024-10
9015,2020-12,2023-11
7121,2022-06,2022-06
1009,2021-09,2021-09
8124,2024-09,2024-09
7859,2022-07,2023-04
7763,2021-10,2022-07
3779,2020-11,2023-01
2692,2022-12,2022-12
1761,2020-09,2020-09
7085,2020-05,2024-11
4902,2023-02,2025-03
5244,2020-11,2020-11
4689,2023-10,2023-10
6709,2023-10,2023-10
4379,2020-01,2023-04
5008,2020-12,2020-12
3522,2021-12,2021-12
6429,2021-01,2024-11
2859,2020-08,2020-08
4706,2020-02,2020-02
6383,2021-01,2022-11
1547,2021-12,2021-12
9262,2024-10,2024-10
5666,2022-07,2022-07
4172,2020-01,2022-07
4157,2020-05,2022-06
5035,2021-12,2021-12
7991,2022-02,2022-02
1436,2020-07,2022-01
9820,2022-12,2023-05
3006,2021-04,2021-04
5427,2021-10,2023-05
1942,2020-10,2020-10
7435,2023-11,2023-11
3193,2020-03,2025-04
3337,2024-08,2024-08
7577,2020-01,2025-01
8533,2020-04,2020-04
5552,2020-10,2023-02
7290,2021-07,2022-04
2522,2021-06,2022-09
6601,2024-09,2024-09
3169,2022-07,2022-07
2245,2020-06,2025-03
8890,2020-11,2023-05
7566,2021-03,2021-04
5490,2020-10,2021-05
9334,2020-08,2022-09
5126,2022-10,2024-10
1416,2020-03,2021-09
2973,2022-03,2024-03
1433,2021-01,2021-01
3594,2021-01,2023-08
5400,2021-03,2021-11
5431,2022-06,2024-08
2734,2020-01,2020-01
4772,2020-05,2020-05
1162,2021-04,2021-04
4438,2022-02,2025-02
2644,2023-06,2024-09
5907,2025-01,2025-02
9477,2020-10,2020-10
8552,2022-04,2022-04
8637,2021-07,2021-07
7133,2023-07,2023-07
3151,2022-07,2022-11
9220,2021-07,2022-05
5167,2022-09,2022-09
6264,2024-11,2024-11
2793,2024-01,2024-01
1121,2022-07,2022-07
8915,2024-03,2024-03
9072,2020-12,2021-07
4248,2020-07,2020-07
3787,2020-04,2022-02
8045,2020-11,2021-05
1936,2022-04,2022-04
9894,2020-01,2020-01
5504,2024-01,2024-10
6464,2020-12,2024-07
9639,2020-09,2020-09
9871,2021-04,2021-04
8163,2022-07,2023-08
3211,2022-05,2022-05
1294,2023-02,2023-11
7519,2021-03,2021-03
3757,2020-02,2023-08
6224,2022-11,2024-02
7419,2022-07,2024-10
3828,2021-07,2025-01
1141,2021-08,2024-02
4004,2020-01,2020-01
7647,2021-04,2021-04
8327,2021-11,2024-04
4091,2021-05,2021-05
3953,2020-08,2022-08
3777,2023-05,2023-05
5481,2021-03,2021-03
3867,2021-11,2021-11
7840,2024-01,2024-01
8264,2020-10,2020-10
7529,2021-03,2021-03
1862,2020-03,2022-11
8050,2020-07,2020-07
8818,2021-06,2021-06
1644,2020-05,2021-02
2226,2021-02,2022-09
4598,2020-02,2020-02
9826,2023-07,2024-08
3626,2021-07,2021-07
2534,2022-07,2022-07
4640,2021-11,2022-05
1766,2023-01,2024-08
9665,2020-10,2020-10
1610,2022-02,2022-02
7557,2020-05,2020-05
7848,2023-01,2023-11
8766,2024-08,2025-03
7404,2020-10,2020-10
9613,2021-02,2021-02
1169,2023-06,2023-06
4739,2020-06,2020-06
5446,2023-01,2023-01
7973,2020-03,2020-12
2823,2021-04,2021-04
7723,2021-10,2024-09
5243,2020-02,2020-10
8131,2025-03,2025-03
2624,2021-02,2021-02
5713,2020-01,2021-01
4221,2021-03,2021-03
8698,2021-09,2023-04
9574,2021-02,2021-08
1518,2023-05,2023-05
4414,2021-06,2022-07
5789,2021-10,2022-04
5545,2020-12,2023-05
8755,2022-01,2022-02
2639,2021-07,2021-11
1323,2023-06,2023-06
4093,2024-05,2024-05
3994,2020-07,2020-07
5702,2021-06,2025-03
6040,2021-07,2023-07
2274,2021-06,2022-01
4588,2022-04,2024-04
6492,2024-11,2024-11
7368,2022-02,2022-02
1176,2021-04,2021-04
9782,2020-01,2020-01
7201,2021-11,2024-10
7848,2023-01,2023-08
5601,2024-06,2024-06
4241,2023-06,2023-12
5361,2021-03,2024-12
1052,2024-07,2024-07
9206,2020-11,2024-08
6127,2024-09,2024-09
3857,2020-10,2020-10
5563,2021-05,2021-05
1262,2020-12,2023-10
4610,2020-08,2020-08
5290,2020-11,2020-11
5992,2021-04,2024-01
7726,2021-06,2023-06
4639,2020-04,2025-01
5291,2021-09,2021-09
1839,2020-08,2022-10
2349,2020-01,2024-02
6757,2020-02,2020-02
7784,2020-06,2020-06
7352,2024-03,2025-01
2100,2020-02,2020-02
2427,2020-01,2020-01
1549,2021-03,2021-03
8418,2023-01,2023-06
3735,2021-01,2021-03
1181,2020-04,2020-04
6480,2020-02,2022-07
7308,2021-07,2024-10
6952,2022-01,2023-11
1545,2024-09,2024-09
4733,2020-08,2022-05
5374,2022-03,2024-10
9342,2020-05,2021-07
7493,2021-01,2023-10
4456,2023-11,2023-11
8716,2020-06,2024-06
9978,2022-07,2024-11
4004,2020-01,2023-05
5607,2022-05,2022-05
1264,2022-07,2024-11
9324,2020-04,2024-06
6391,2021-07,2021-07
1764,2023-11,2024-08
7794,2023-01,2023-01
3771,2022-07,2022-07
9252,2021-04,2021-12
1394,2020-12,2022-06
6286,2021-06,2021-11
5959,2021-11,2021-11
2932,2022-12,2023-03
5298,2024-06,2024-06
7923,2020-08,2021-04
9930,2025-04,2025-04
8254,2020-05,2020-05
4374,2022-04,2022-04
2142,2020-02,2025-04
1242,2023-05,2023-05
3905,2020-11,2020-12
2312,2020-08,2024-03
9790,2020-05,2023-02
2966,2022-08,2024-08
6289,2022-10,2022-10
4823,2022-07,2022-07
1099,2021-01,2021-01
5299,2020-04,2020-08
5783,2021-04,2021-09
9774,2022-03,2022-03
4840,2020-02,2020-02
4889,2023-02,2023-02
1315,2022-02,2022-02
7857,2022-02,2022-02
3943,2022-08,2022-08
9824,2020-03,2020-12
7027,2022-02,2024-03
9691,2020-10,2020-10
4801,2020-02,2020-02
5553,2021-01,2024-09
1889,2020-03,2020-03
2234,2021-08,2021-08
2829,2022-12,2022-12
1091,2021-04,2024-10
5441,2022-03,2024-03
2866,2020-03,2020-06
9645,2021-02,2021-02
2686,2021-08,2023-03
3325,2020-07,2021-11
9372,2021-12,2021-12
4272,2022-04,2023-11
2874,2022-03,2022-09
3557,2021-10,2022-02
1696,2021-05,2021-05
4335,2020-03,2022-12
9837,2021-11,2024-09
2074,2021-06,2024-03
3461,2020-01,2025-04
7793,2020-08,2020-08
5849,2022-04,2022-11
6345,2021-07,2021-07
1315,2022-02,2024-02
9317,2020-06,2024-01
4012,2024-09,2024-09
5515,2023-06,2023-06
9844,2020-07,2020-07
2840,2020-01,2020-01
2805,2020-09,2022-02
7654,2020-07,2023-06
1542,2020-06,2025-03
4933,2021-06,2024-01
1930,2024-06,2024-06
7902,2023-08,2023-08
5597,2021-01,2021-01
7250,2020-05,2020-05
5146,2022-05,2024-01
8938,2021-01,2022-09
3926,2024-01,2024-05
5837,2020-10,2021-04
3336,2021-11,2022-03
7126,2020-07,2022-10
1304,2020-12,2020-12
4650,2020-10,2022-04
1146,2025-02,2025-02
8394,2021-11,2021-11
1963,2021-03,2024-10
8354,2020-04,2020-04
4969,2020-04,2020-04
6051,2023-10,2023-10
4642,2022-12,2022-12
5191,2022-10,2022-10
9729,2020-11,2020-11
5561,2022-08,2023-02
7555,2024-05,2024-05
9356,2023-02,2023-02
6771,2020-12,2021-11
8401,2020-08,2020-08
9483,2023-05,2023-05
7554,2021-08,2023-07
3083,2020-05,2020-05
7244,2022-10,2023-11
9666,2020-08,2021-01
2207,2020-07,2020-07
6085,2020-04,2020-04
3853,2022-06,2022-06
5203,2021-01,2023-07
7339,2020-05,2020-05
3110,2020-10,2020-10
7523,2020-03,2024-08
7687,2020-07,2024-04
7176,2021-01,2021-01
3528,2022-04,2022-04
9981,2022-03,2022-03
8822,2021-01,2021-01
9433,2020-12,2023-07
8388,2023-10,2023-10
8107,2020-03,2025-04
5047,2021-05,2022-06
1800,2020-10,2023-02
5047,2021-05,2024-08
9648,2020-09,2023-10
2386,2020-06,2020-06
7593,2020-01,2021-10
2089,2020-12,2021-05
8641,2022-12,2022-12
2103,2021-03,2021-03
4716,2020-10,2024-01
2158,2022-01,2022-02
1273,2021-09,2022-10
9121,2024-03,2024-03
9905,2021-02,2021-02
9849,2020-09,2021-05
7287,2022-11,2022-11
3218,2022-09,2022-09
6398,2020-05,2022-05
3479,2020-06,2020-06
4826,2022-06,2022-06
1507,2021-03,2021-03
7989,2020-07,2025-01
5276,2020-11,2020-11
7564,2022-02,2024-10
9932,2021-01,2021-04
7062,2021-04,2021-08
1070,2021-06,2025-03
6971,2020-06,2021-01
8349,2020-09,2020-09
2646,2022-03,2022-03
6459,2021-05,2021-05
5757,2020-05,2020-05
6072,2021-06,2022-05
9040,2023-03,2023-03
3676,2022-02,2024-08
4181,2024-07,2024-07
6173,2020-04,2020-04
1208,2020-05,2020-05
9124,2021-06,2021-06
2200,2022-07,2022-07
2017,2020-09,2020-09
3938,2022-12,2022-12
6464,2020-12,2020-12
2162,2021-06,2021-07
8934,2023-01,2023-01
1660,2022-09,2022-09
4012,2024-09,2024-09
5506,2020-05,2021-09
1001,2020-06,2022-02
8065,2020-10,2022-06
9757,2020-04,2023-12
4694,2021-03,2021-03
1084,2022-03,2022-03
7775,2020-02,2020-02
2168,2021-03,2022-06
1558,2022-07,2022-07
6853,2020-01,2023-05
4914,2024-06,2024-06
9818,2020-08,2020-11
5390,2020-05,2020-05
5190,2020-03,2020-03
6800,2020-04,2024-10
6674,2020-11,2021-08
2563,2022-05,2022-05
5269,2021-12,2021-12
7429,2024-08,2024-08
2916,2020-02,2020-02
9059,2020-03,2022-07
1828,2020-04,2022-12
5027,2020-02,2020-02
6103,2023-05,2024-05
2920,2023-04,2023-04
5073,2020-07,2020-07
9944,2020-08,2025-04
9841,2020-05,2020-05
7268,2021-10,2021-10
1653,2020-12,2021-03
9912,2022-07,2023-07
5566,2022-07,2024-09
1344,2024-01,2024-01
9855,2023-01,2023-01
6270,2020-10,2022-01
6536,2020-07,2020-07
5628,2022-03,2022-03
4385,2021-05,2023-07
4878,2020-09,2023-03
3165,2020-07,2023-08
8674,2020-09,2020-09
9243,2020-01,2023-05
8077,2021-02,2024-03
8912,2022-06,2024-04
3755,2020-01,2020-01
2924,2021-07,2024-05
2518,2022-08,2022-08
5622,2023-02,2023-02
2505,2022-12,2024-07
7386,2025-01,2025-01
6493,2021-02,2021-02
6546,2023-03,2023-03
3670,2020-08,2020-08
4055,2022-06,2022-07
7607,2020-05,2021-03
3603,2021-06,2023-10
4700,2020-06,2024-10
1114,2020-06,2024-05
6953,2024-01,2024-01
8868,2024-12,2024-12
9713,2020-06,2021-04
3254,2022-03,2022-03
2309,2021-01,2023-09
5739,2020-11,2020-11
6553,2020-08,2020-08
5461,2023-06,2024-02
7348,2020-08,2020-08
7675,2021-01,2021-01
7159,2021-06,2022-03
4802,2020-05,2020-05
7297,2022-05,2025-02
5934,2020-01,2020-01
8965,2021-04,2021-04
1097,2021-06,2023-10
9469,2021-12,2021-12
1849,2020-02,2023-01
7491,2022-01,2023-05
1137,2021-12,2025-04
9698,2020-03,2020-03
8027,2021-02,2021-02
9929,2023-01,2024-08
4544,2021-04,2021-04
2937,2023-05,2024-06
4887,2022-10,2022-10
6977,2024-03,2024-03
5297,2021-02,2021-02
4277,2024-11,2024-11
7078,2022-08,2024-03
7007,2020-03,2023-10
4058,2022-09,2024-05
1811,2020-08,2021-07
8051,2021-09,2024-10
6715,2021-03,2025-02
5837,2020-10,2020-10
5478,2021-12,2021-12
3245,2021-12,2021-12
5612,2020-01,2020-01
4688,2020-05,2023-07
1266,2022-03,2025-04
9978,2022-07,2025-01
6740,2023-04,2023-04
5636,2021-11,2021-11
7654,2020-07,2020-07
7078,2022-08,2024-01
9110,2022-11,2024-10
7674,2020-12,2025-01
7691,2021-05,2024-03
3286,2020-05,2020-05
1499,2021-12,2021-12
8354,2020-04,2020-07
7907,2023-05,2023-05
1262,2020-12,2020-12
2030,2023-02,2023-02
1445,2022-04,2022-04
1071,2023-06,2023-06
2477,2022-03,2024-03
6177,2020-07,2022-10
9627,2022-05,2022-05
7118,2020-06,2022-11
5951,2021-05,2023-01
6347,2020-07,2020-07
5347,2024-10,2024-10
5328,2020-11,2020-11
4502,2020-08,2020-08
8660,2021-06,2021-06
8540,2020-01,2023-12
2309,2021-01,2021-09
9708,2021-04,2021-11
5920,2020-02,2023-02
4519,2020-06,2020-10
3016,2022-08,2022-11
6280,2021-06,2021-06
5322,2020-03,2020-03
8536,2020-01,2020-12
7131,2020-08,2021-08
4043,2022-02,2024-04
8835,2020-08,2025-02
2453,2022-05,2022-05
1097,2021-06,2021-06
4041,2023-11,2024-01
6896,2021-03,2021-03
4555,2020-02,2021-10
8848,2021-10,2021-10
3183,2024-07,2024-07
5736,2022-01,2022-03
3185,2020-06,2020-06
7468,2020-11,2020-11
7161,2020-05,2022-11
4061,2022-08,2022-08
8756,2020-07,2020-07
3612,2020-06,2020-06
6540,2021-04,2023-06
3239,2022-02,2023-03
1355,2020-04,2023-09
1002,2020-04,2020-04
4094,2021-11,2023-04
9458,2020-07,2022-10
4480,2022-07,2022-07
2156,2020-06,2023-01
3446,2021-06,2024-03
8917,2021-02,2025-03
2377,2023-11,2023-11
6604,2020-10,2023-05
1943,2021-06,2021-06
6301,2020-05,2023-10
2137,2021-08,2023-01
3036,2021-04,2021-04
7444,2020-01,2024-07
4497,2020-10,2020-10
8086,2022-10,2023-03
3466,2020-05,2020-05
8362,2020-12,2024-01
4338,2025-02,2025-02
9294,2020-08,2020-08
7527,2020-04,2020-04
8833,2021-02,2021-02
1056,2021-08,2021-08
1857,2021-11,2021-11
6489,2021-09,2021-09
9248,2020-11,2020-11
5713,2020-01,2023-01
8748,2021-08,2022-08
1878,2023-04,2025-01
5427,2021-10,2021-10
8116,2020-09,2022-04
9295,2022-11,2022-11
7885,2020-05,2023-04
1039,2022-09,2022-09
3619,2020-10,2024-05
5015,2021-05,2021-09
9328,2020-11,2024-04
7611,2021-01,2021-12
7744,2022-09,2022-09
8337,2020-10,2023-08
8957,2021-04,2021-04
2711,2020-01,2024-03
8936,2023-01,2023-01
5551,2020-03,2025-02
2267,2020-05,2022-11
9291,2023-10,2024-03
6160,2020-05,2020-05
5621,2020-11,2023-06
4400,2020-06,2020-06
8151,2021-09,2023-10
3159,2020-05,2022-11
5214,2020-08,2020-08
3142,2023-03,2023-03
9979,2020-04,2022-07
2222,2020-08,2020-12
6399,2022-02,2022-02
6561,2021-12,2021-12
1066,2020-12,2024-08
8379,2024-07,2024-07
3676,2022-02,2022-02
9700,2020-09,2020-09
9154,2020-09,2021-12
3647,2021-06,2021-06
8554,2020-10,2020-10
9055,2020-08,2022-07
9211,2022-11,2024-06
4359,2020-02,2024-11
9946,2022-04,2025-04
6403,2023-02,2023-05
2104,2022-02,2022-02
7298,2020-06,2021-11
4275,2023-03,2025-04
7063,2023-03,2023-03
9789,2022-09,2022-09
7412,2024-04,2025-03
6317,2020-06,2023-10
8271,2020-04,2025-03
7337,2021-07,2022-08
9873,2023-12,2024-01
8287,2020-08,2020-08
2955,2023-08,2023-08
1972,2021-06,2021-06
7835,2020-10,2020-12
3169,2022-07,2024-08
6286,2021-06,2023-03
8366,2021-11,2021-12
5551,2020-03,2020-03
9564,2020-09,2021-03
6370,2021-12,2021-12
9086,2022-11,2022-11
5174,2021-01,2024-06
1093,2020-12,2020-12
9581,2023-01,2024-01
7798,2020-08,2020-12
5770,2020-07,2020-07
2168,2021-03,2023-07
5183,2022-07,2022-07
3869,2020-02,2020-02
5260,2023-02,2023-02
8738,2022-11,2023-02
3354,2020-02,2023-08
4302,2021-08,2021-08
7976,2021-09,2021-09
6214,2020-11,2024-10
2040,2022-04,2025-02
7688,2020-12,2021-06
5887,2021-05,2021-05
3521,2020-01,2024-07
7737,2020-12,2020-12
6452,2020-10,2021-10
9760,2024-08,2024-08
5554,2020-05,2024-03
5409,2021-05,2021-05
8098,2020-11,2020-11
8792,2020-08,2020-08
8978,2020-01,2023-01
6515,2022-08,2022-08
5402,2021-08,2025-04
7377,2022-03,2023-02
1215,2021-06,2021-06
8602,2020-10,2024-02
9063,2020-05,2020-05
1232,2021-05,2021-05
4649,2020-12,2024-08
1308,2022-03,2022-03
9986,2022-06,2024-03
8081,2021-12,2022-07
5111,2021-01,2021-01
1725,2024-01,2024-09
6796,2021-12,2024-11
3292,2020-08,2021-05
1287,2020-12,2024-01
3516,2020-09,2021-05
8209,2022-01,2022-01
5680,2020-06,2020-06
6940,2021-01,2022-11
6058,2020-06,2020-06
5379,2020-08,2021-10
9563,2021-06,2023-07
1060,2021-09,2025-03
3115,2020-03,2023-06
9519,2023-02,2023-02
9426,2021-06,2021-06
2737,2021-07,2023-10
5009,2021-07,2021-07
3757,2020-02,2020-02
1510,2021-03,2024-09
9988,2020-04,2020-11
5586,2020-01,2020-01
8873,2022-01,2024-09
4437,2021-01,2021-01
4153,2020-02,2022-04
7600,2021-08,2022-05
4500,2022-05,2022-05
2416,2022-03,2022-03
2479,2022-04,2022-04
3450,2020-04,2020-04
7250,2020-05,2022-03
6118,2022-01,2024-04
1383,2020-02,2020-02
4859,2020-01,2020-01
3366,2022-07,2022-07
2950,2023-11,2023-11
1441,2023-12,2023-12
4735,2021-09,2024-04
1927,2020-05,2021-09
6183,2023-05,2023-07
9882,2020-10,2023-02
1911,2021-08,2021-08
5596,2022-01,2024-06
6291,2021-05,2024-04
8293,2020-04,2024-03
6142,2020-10,2020-10
2268,2021-01,2021-01
9860,2021-09,2021-09
8412,2020-11,2023-07
9424,2020-10,2023-05
2061,2020-03,2024-04
1951,2024-09,2024-09
7055,2023-10,2023-10
7399,2020-09,2020-09
4442,2020-04,2020-04
9384,2021-02,2021-02
9603,2021-03,2021-03
1276,2020-12,2024-01
2298,2021-09,2023-06
7539,2024-07,2024-07
2876,2020-04,2020-12
1456,2020-09,2024-03
2445,2020-02,2024-01
2634,2022-12,2023-09
9847,2020-06,2023-03
2610,2022-02,2024-06
1435,2022-09,2022-09
1115,2021-04,2021-04
1600,2021-08,2022-08
8449,2021-11,2021-11
8881,2022-11,2022-11
3358,2023-12,2023-12
4784,2023-06,2023-06
9378,2020-10,2021-12
5977,2023-08,2023-08
1757,2021-02,2024-08
1724,2020-12,2020-12
8540,2020-01,2023-01
9496,2020-05,2024-07
4129,2020-04,2020-10
8308,2020-06,2022-11
8245,2023-10,2023-10
3798,2022-10,2022-10
4572,2020-01,2021-12
6574,2022-06,2024-12
